Date,Type,Registration,Origin,Destination,Duration,Route
12/12/2022,CRJ9,N591NN,KDCA,KPNS,2.3,KDCA KPNS
12/13/2022,CRJ9,N599NN,KPNS,KDCA,2.5,KDCA KPNS
12/13/2022,CRJ9,N599NN,KDCA,KMSY,3,KDCA KMSY
12/14/2022,CRJ9,N549NN,KMSY,KDCA,2.4,KDCA KMSY
12/15/2022,CRJ9,N567NN,KCLT,KCMH,1.3,KCLT KCMH
12/15/2022,CRJ9,N567NN,KCMH,KCLT,1.7,KCLT KCMH
12/15/2022,CRJ9,N567NN,KCLT,KAGS,1,KCLT KAGS
12/16/2022,CRJ9,N567NN,KAGS,KDCA,1.4,KDCA KAGS
12/20/2022,CRJ9,N560NN,KDCA,KSTL,2.5,KDCA KSTL
12/20/2022,CRJ9,N560NN,KSTL,KDCA,2,KDCA KSTL
12/20/2022,CRJ7,N525AE,KDCA,KCRW,1.3,KDCA KCRW
12/21/2022,CRJ7,N527EA,KCRW,KCLT,1.4,KCLT KCRW
12/21/2022,CRJ9,N605NN,KCLT,KBHM,1.5,KCLT KBHM
12/22/2022,CRJ9,N565NN,KBHM,KPHL,2.3,KBHM KPHL
12/22/2022,CRJ9,N581NN,KPHL,KBTV,1.4,KPHL KBTV
12/23/2022,CRJ9,N612NN,KBTV,KDCA,2.4,KDCA KBTV
12/29/2022,CRJ7,N522AE,KDCA,KORF,1.6,KDCA KORF
12/29/2022,CRJ7,N522AE,KORF,KDCA,0.9,KDCA KORF
12/29/2022,CRJ7,N522AE,KDCA,KILM,1.3,KDCA KILM
12/30/2022,CRJ7,N522AE,KILM,KDCA,1.4,KDCA KILM
12/30/2022,CRJ7,N522AE,KDCA,KBHM,2.4,KDCA KBHM
12/30/2022,CRJ7,N522AE,KBHM,KDCA,1.7,KDCA KBHM
1/1/2023,CRJ7,N543EA,KDCA,KAVL,1.5,KDCA KAVL
1/1/2023,CRJ7,N543EA,KAVL,KDCA,1.9,KDCA KAVL
1/1/2023,CRJ7,N543EA,KDCA,KMGM,2,KDCA KMGM
1/1/2023,CRJ7,N543EA,KMGM,KDCA,2,KDCA KMGM
1/5/2023,CRJ7,N525AE,KDCA,KJAX,2.5,KDCA KJAX
1/5/2023,CRJ7,N525AE,KJAX,KDCA,1.8,KDCA KJAX
1/5/2023,CRJ7,N720PS,KDCA,KCAK,1.3,KDCA KCAK
1/6/2023,CRJ9,N561NN,KCAK,KPHL,1.6,KCAK KPHL
1/10/2023,CRJ7,N706PS,KDCA,KRDU,1.1,KDCA KRDU
1/10/2023,CRJ7,N706PS,KRDU,KDCA,1.4,KDCA KRDU
1/20/2023,CRJ7,N702PS,KDCA,KILM,1.4,KDCA KILM
1/20/2023,CRJ7,N702PS,KILM,KDCA,1.3,KDCA KILM
1/20/2023,CRJ9,N612NN,KMHT,KDCA,2.5,KDCA KMHT
1/22/2023,CRJ9,N582NN,KDCA,KPVD,1.3,KDCA KPVD
1/22/2023,CRJ9,N582NN,KPVD,KDCA,1.7,KDCA KPVD
1/24/2023,CRJ7,N539EA,KDCA,KMGM,2.1,KDCA KMGM
1/24/2023,CRJ7,N539EA,KMGM,KDCA,1.7,KDCA KMGM
1/26/2023,CRJ7,N502AE,KDCA,KILM,1.7,KDCA KILM
1/26/2023,CRJ7,N502AE,KILM,KDCA,1.2,KDCA KILM
1/27/2023,CRJ7,N705PS,KDCA,KHPN,1.1,KDCA KHPN
1/27/2023,CRJ7,N705PS,KHPN,KDCA,2,KDCA KHPN
2/1/2023,CRJ9,N597NN,KDCA,KJAX,2.8,KDCA KJAX
2/1/2023,CRJ9,N597NN,KJAX,KPHL,1.8,KJAX KPHL
2/1/2023,CRJ9,N567NN,KPHL,KDTW,1.9,KPHL KDTW
2/2/2023,CRJ7,N517AE,KDTW,KDCA,1.8,KDCA KDTW
2/2/2023,CRJ7,N517AE,KDCA,KBHM,3,KDCA KBHM
2/3/2023,CRJ9,N579NN,KBHM,KCLT,1.5,KCLT KBHM
2/3/2023,CRJ9,N579NN,KCLT,KAGS,1,KCLT KAGS
2/4/2023,CRJ7,N519AE,KAGS,KDCA,1.6,KDCA KAGS
2/4/2023,CRJ7,N519AE,KDCA,KCLE,1.4,KDCA KCLE
2/4/2023,CRJ7,N519AE,KCLE,KDCA,1.4,KDCA KCLE
2/7/2023,CRJ9,N606NN,KDCA,KDAY,1.6,KDCA KDAY
2/7/2023,CRJ9,N606NN,KDAY,KDCA,1.2,KDCA KDAY
2/7/2023,CRJ7,N705PS,KDCA,KTYS,1.8,KDCA KTYS
2/8/2023,CRJ9,N610NN,KTYS,KPHL,1.6,KTYS KPHL
2/8/2023,CRJ7,N543EA,KPHL,KPVD,1.2,KPHL KPVD
2/9/2023,CRJ9,N589NN,KPVD,KDCA,1.6,KDCA KPVD
2/9/2023,CRJ9,N589NN,KDCA,KSAV,2.1,KDCA KSAV
2/10/2023,CRJ9,N598NN,KSAV,KDCA,1.6,KDCA KSAV
2/10/2023,CRJ9,N598NN,KDCA,KDSM,3,KDCA KDSM
2/14/2023,CRJ7,N720PS,KDCA,KBDL,1.5,KDCA KBDL
2/14/2023,CRJ7,N720PS,KBDL,KDCA,1.3,KDCA KBDL
2/14/2023,CRJ9,N611NS,KDCA,KPNS,2.4,KDCA KPNS
2/15/2023,CRJ9,N581NN,KPNS,KCLT,1.6,KCLT KPNS
2/15/2023,CRJ9,N581NN,KCLT,KJAN,2.2,KCLT KJAN
2/16/2023,CRJ7,N538EG,KJAN,KDCA,2.7,KDCA KJAN
2/16/2023,CRJ7,N515AE,KDCA,KROC,1.2,KDCA KROC
2/16/2023,CRJ7,N515AE,KROC,KDCA,1.5,KDCA KROC
2/16/2023,CRJ7,N515AE,KDCA,KBGR,1.7,KDCA KBGR
2/17/2023,CRJ7,N501BG,KBGR,KDCA,2.2,KDCA KBGR
2/20/2023,CRJ7,N502AE,KDCA,KBDL,1.4,KDCA KBDL
2/20/2023,CRJ7,N502AE,KBDL,KDCA,1.5,KDCA KBDL
2/20/2023,CRJ9,N553NN,KDCA,KPNS,2.6,KDCA KPNS
2/21/2023,CRJ9,N576NN,KPNS,KDCA,2.2,KDCA KPNS
2/21/2023,CRJ9,N576NN,KDCA,KBDL,1.4,KDCA KBDL
2/21/2023,CRJ9,N576NN,KBDL,KDCA,1.4,KDCA KBDL
2/21/2023,CRJ9,N557NN,KDCA,KBNA,2.2,KDCA KBNA
2/22/2023,CRJ7,N528EG,KBNA,KDCA,2.2,KDCA KBNA
2/22/2023,CRJ7,N528EG,KDCA,KORF,0.8,KDCA KORF
2/23/2023,CRJ7,N501BG,KORF,KPHL,1.4,KORF KPHL
2/23/2023,CRJ7,N502AE,KPHL,KMYR,2.1,KPHL KMYR
2/23/2023,CRJ7,N502AE,KMYR,KDCA,1.5,KDCA KMYR
2/27/2023,CRJ7,N705PS,KDCA,KBDL,1.9,KDCA KBDL
2/27/2023,CRJ7,N705PS,KBDL,KDCA,1.5,KDCA KBDL
2/27/2023,CRJ9,N599NN,KDCA,KPNS,2.4,KDCA KPNS
2/28/2023,CRJ9,N608NN,KPNS,KCLT,1.6,KCLT KPNS
2/28/2023,CRJ9,N608NN,KCLT,KJAN,2,KCLT KJAN
3/1/2023,CRJ7,N509AE,KJAN,KDCA,2.4,KDCA KJAN
3/1/2023,CRJ7,N509AE,KDCA,KDTW,1.9,KDCA KDTW
3/2/2023,CRJ9,N555NN,KDTW,KDCA,1.9,KDCA KDTW
3/2/2023,CRJ9,N555NN,KDCA,KECP,3.8,KDCA KECP
3/2/2023,CRJ9,N555NN,KECP,KDCA,2.1,KDCA KECP
3/3/2023,CRJ7,N528EG,KDCA,KMHT,1.6,KDCA KMHT
3/8/2023,CRJ9,N592NN,KDCA,KDAY,2.2,KDCA KDAY
3/8/2023,CRJ9,N592NN,KDAY,KDCA,1.3,KDCA KDAY
3/8/2023,CRJ9,N592NN,KDCA,KTLH,2,KDCA KTLH
3/9/2023,CRJ9,N562NN,KTLH,KCLT,1.6,KCLT KTLH
3/9/2023,CRJ9,N557NN,KCLT,KAGS,1.1,KCLT KAGS
3/10/2023,CRJ7,N541EA,KAGS,KDCA,1.5,KDCA KAGS
3/10/2023,CRJ7,N702PS,KDCA,KORF,1,KDCA KORF
3/10/2023,CRJ7,N702PS,KORF,KDCA,1,KDCA KORF
3/10/2023,CRJ7,N501BG,KDCA,KCVG,2.3,KDCA KCVG
3/11/2023,CRJ9,N556NN,KCVG,KDCA,1.6,KDCA KCVG
3/11/2023,CRJ7,N522AE,KDCA,KECP,2.8,KDCA KECP
3/11/2023,CRJ7,N522AE,KECP,KDCA,2.2,KDCA KECP
3/12/2023,CRJ7,N528EG,KDCA,KAVL,1.5,KDCA KAVL
3/12/2023,CRJ7,N528EG,KAVL,KDCA,1.5,KDCA KAVL
3/14/2023,CRJ9,N608NN,KDCA,KMCI,3,KDCA KMCI
3/14/2023,CRJ9,N608NN,KMCI,KDCA,2.5,KDCA KMCI
3/14/2023,CRJ7,N533AE,KDCA,KBNA,1.8,KDCA KBNA
3/15/2023,CRJ9,N614NN,KBNA,KDCA,1.8,KDCA KBNA
3/15/2023,CRJ9,N614NN,KDCA,KTUL,2.8,KDCA KTUL
3/16/2023,CRJ9,N586NN,KTUL,KCLT,2.4,KCLT KTUL
3/16/2023,CRJ9,N585NN,KCLT,KAVL,0.8,KCLT KAVL
3/16/2023,CRJ9,N585NN,KAVL,KCLT,0.9,KCLT KAVL
3/16/2023,CRJ9,N585NN,KCLT,KGSO,1,KCLT KGSO
3/17/2023,CRJ7,N532EA,KGSO,KDCA,1,KDCA KGSO
3/17/2023,CRJ7,N532EA,KDCA,KPVD,1.2,KDCA KPVD
3/17/2023,CRJ7,N532EA,KPVD,KDCA,1.6,KDCA KPVD
3/19/2023,CRJ7,N533AE,KDCA,KHSV,2.2,KDCA KHSV
3/19/2023,CRJ7,N533AE,KHSV,KDCA,1.8,KDCA KHSV
3/19/2023,CRJ9,N613NN,KDCA,KBUF,1.3,KDCA KBUF
3/20/2023,CRJ7,N519AE,KBUF,KDCA,1.2,KDCA KBUF
3/20/2023,CRJ7,N519AE,KDCA,KDSM,3,KDCA KDSM
3/21/2023,CRJ7,N558NN,KDSM,KDCA,2.2,KDCA KDSM
3/21/2023,CRJ7,N525AE,KDCA,KCAE,1.4,KDCA KCAE
3/21/2023,CRJ7,N525AE,KCAE,KDCA,1.7,KDCA KCAE
3/21/2023,CRJ7,N501BG,KDCA,KGSO,1,KDCA KGSO
3/22/2023,CRJ7,N527EA,KGSO,KDCA,1.4,KDCA KGSO
3/22/2023,CRJ7,N527EA,KDCA,KPVD,1.3,KDCA KPVD
3/22/2023,CRJ7,N527EA,KPVD,KDCA,1.8,KDCA KPVD
,,,,,, 
3/28/2023,CRJ7,N508AE,KPVD,KDCA,1.8,KDCA KPVD
3/29/2023,CRJ7,N509AE,KDCA,KALB,1.3,KDCA KALB
3/29/2023,CRJ7,N509AE,KALB,KDCA,1.9,KDCA KALB
3/28/2023,CRJ7,N508AE,KDCA,KPVD,1.2,KDCA KPVD
4/2/2023,CRJ7,N706PS,KDCA,KHPN,1.9,KDCA KHPN
4/2/2023,CRJ7,N706PS,KHPN,KDCA,1,KDCA KHPN
4/2/2023,CRJ7,N545PB,KDCA,KCAE,1.5,KDCA KCAE
4/2/2023,CRJ7,N545PB,KCAE,KDCA,1.7,KDCA KCAE
4/2/2023,CRJ7,N532EA,KDCA,KALB,1.2,KDCA KALB
4/3/2023,CRJ9,N580NN,KALB,KDCA,1.6,KDCA KALB
4/3/2023,CRJ9,N580NN,KDCA,KBDL,1.2,KDCA KBDL
4/3/2023,CRJ9,N580NN,KBDL,KDCA,1.8,KDCA KBDL
4/3/2023,CRJ9,N580NN,KDCA,KGSP,1.4,KDCA KGSP
4/4/2023,CRJ9,N562NN,KGSP,KDCA,1.5,KDCA KGSP
4/4/2023,CRJ9,N596NN,KDCA,KBGR,1.9,KDCA KBGR
4/5/2023,CRJ7,N516AE,KBGR,KDCA,1.7,KDCA KBGR
4/5/2023,CRJ7,N540EG,KDCA,KALB,1.3,KDCA KALB
4/5/2023,CRJ7,N540EG,KALB,KDCA,1.4,KDCA KALB
4/8/2023,CRJ9,N553NN,KDCA,KCAE,1.5,KDCA KCAE
4/9/2023,CRJ9,N564NN,KCAE,KCLT,0.8,KCLT KCAE
4/9/2023,CRJ9,N564NN,KCLT,KGSP,0.8,KCLT KGSP
4/9/2023,CRJ9,N564NN,KGSP,KCLT,0.9,KCLT KGSP
4/14/2023,CRJ7,N545PB,KDCA,KGRR,1.6,KDCA KGRR
4/15/2023,CRJ7,N705PS,KGRR,KDCA,2.3,KDCA KGRR
4/15/2023,CRJ7,N705PS,KDCA,KMSY,2.9,KDCA KMSY
4/15/2023,CRJ7,N705PS,KMSY,KDCA,2.5,KDCA KMSY
4/17/2023,CRJ9,N588NN,KDCA,KBHM,2.3,KDCA KBHM
4/17/2023,CRJ9,N588NN,KBHM,KDFW,2.3,KBHM KDFW
4/19/2023,CRJ7,N542EA,KDCA,KGRR,1.8,KDCA KGRR
4/20/2023,CRJ7,N507AE,KGRR,KDCA,1.7,KDCA KGRR
4/25/2023,CRJ7,N702PS,KDCA,KCVG,1.7,KDCA KCVG
4/25/2023,CRJ7,N702PS,KCVG,KDCA,1.4,KDCA KCVG
4/25/2023,CRJ7,N541EA,KDCA,KTYS,1.7,KDCA KTYS
4/26/2023,CRJ7,N528EG,KTYS,KDCA,1.7,KDCA KTYS
4/26/2023,CRJ7,N539EA,KDCA,KJAN,2.7,KDCA KJAN
4/27/2023,CRJ9,N570NN,KJAN,KDFW,1.6,KJAN KDFW
4/27/2023,CRJ9,N570NN,KDFW,KMGM,1.7,KDFW KMGM
4/28/2023,CRJ7,N528EG,KMGM,KDCA,1.8,KDCA KMGM
4/29/2023,CRJ9,N598NN,KDCA,KECP,2.5,KDCA KECP
4/29/2023,CRJ9,N598NN,KECP,KDCA,1.9,KDCA KECP
5/1/2023,CRJ7,N706PS,KDCA,KHSV,2.1,KDCA KHSV
5/1/2023,CRJ7,N706PS,KHSV,KDCA,1.9,KDCA KHSV
5/1/2023,CRJ7,N513AE,KDCA,KTYS,1.7,KDCA KTYS
5/2/2023,CRJ7,N544EA,KTYS,KDCA,1.4,KDCA KTYS
5/3/2023,CRJ9,N603NN,KPHL,KJAX,2.2,KPHL KJAX
5/3/2023,CRJ9,N603NN,KJAX,KDCA,1.9,KDCA KJAX
5/4/2023,CRJ7,N537EA,KDCA,KBDL,1.4,KDCA KBDL
5/4/2023,CRJ7,N537EA,KBDL,KDCA,1.5,KDCA KBDL
5/7/2023,CRJ9,N553NN,KDCA,KBTV,1.6,KDCA KBTV
5/8/2023,CRJ9,N572NN,KBTV,KPHL,1.4,KBTV KPHL
5/8/2023,CRJ9,N572NN,KPHL,KDCA,1.1,KDCA KPHL
5/8/2023,CRJ9,N594NN,KDCA,KHSV,1.9,KDCA KHSV
5/9/2023,CRJ9,N570NN,KHSV,KDCA,2.2,KDCA KHSV
5/9/2023,CRJ9,N570NN,KDCA,KBDL,1.3,KDCA KBDL
5/10/2023,CRJ9,N606NN,KBDL,KDCA,1.4,KDCA KBDL
5/10/2023,CRJ7,N501BG,KDCA,KMEM,2.4,KDCA KMEM
5/10/2023,CRJ7,N501BG,KMEM,KDCA,2.5,KDCA KMEM
5/11/2023,CRJ9,N564NN,KDCA,KAVL,1.3,KDCA KAVL
5/11/2023,CRJ9,N564NN,KAVL,KDCA,1.4,KDCA KAVL
5/12/2023,CRJ9,N586NN,KDCA,KHSV,1.9,KDCA KHSV
5/12/2023,CRJ9,N586NN,KHSV,KDCA,2.2,KDCA KHSV
5/14/2023,CRJ9,N578NN,KDCA,KCVG,1.5,KDCA KCVG
5/15/2023,CRJ7,N702PS,KCVG,KDCA,1.6,KDCA KCVG
5/15/2023,CRJ7,N702PS,KDCA,KTYS,1.5,KDCA KTYS
5/16/2023,CRJ9,N607NN,KDCA,KPVD,1.5,KDCA KPVD
5/16/2023,CRJ9,N607NN,KPVD,KDCA,1.4,KDCA KPVD
5/19/2023,CRJ7,N544EA,KDCA,KPVD,1.3,KDCA KPVD
5/19/2023,CRJ7,N544EA,KPVD,KDCA,2,KDCA KPVD
5/20/2023,CRJ9,N563NN,KDCA,KMCI,2.6,KDCA KMCI
5/21/2023,CRJ9,N584NN,KMCI,KDCA,2.8,KDCA KMCI
5/21/2023,CRJ9,N584NN,KDCA,KCAE,1.4,KDCA KCAE
5/21/2023,CRJ9,N584NN,KCAE,KDCA,1.6,KDCA KCAE
5/21/2023,CRJ9,N584NN,KDCA,KPVD,1.3,KDCA KPVD
5/22/2023,CRJ9,N580NN,KPVD,KDCA,1.4,KDCA KPVD
5/22/2023,CRJ9,N563NN,KDCA,KSYR,1.2,KDCA KSYR
5/22/2023,CRJ9,N563NN,KSYR,KDCA,1.6,KDCA KSYR
5/22/2023,CRJ9,N563NN,KDCA,KHSV,1.9,KDCA KHSV
5/23/2023,CRJ7,N523AE,KHSV,KDCA,1.9,KDCA KHSV
5/23/2023,CRJ7,N523AE,KDCA,KBDL,1.4,KDCA KBDL
5/23/2023,CRJ7,N523AE,KBDL,KDCA,1.3,KDCA KBDL
5/26/2023,CRJ7,N532EA,KDCA,KCLE,1.3,KDCA KCLE
5/27/2023,CRJ9,N600NN,KCLE,KDCA,1.4,KDCA KCLE
5/27/2023,CRJ9,N600NN,KDCA,KMCI,2.4,KDCA KMCI
5/28/2023,CRJ7,N528EG,KMCI,KDCA,2.6,KDCA KMCI
5/28/2023,CRJ9,N610NN,KDCA,KMCI,2.4,KDCA KMCI
5/29/2023,CRJ9,N562NN,KMCI,KDCA,2.6,KDCA KMCI
5/29/2023,CRJ9,N583NN,KDCA,KJAX,1.9,KDCA KJAX
5/29/2023,CRJ9,N583NN,KJAX,KDCA,2,KDCA KJAX
5/30/2023,CRJ9,N576NN,KDCA,KAVL,1.5,KDCA KAVL
5/30/2023,CRJ9,N576NN,KAVL,KDCA,1.5,KDCA KAVL
6/1/2023,CRJ7,N537EA,KDCA,KJAN,2.6,KDCA KJAN
6/2/2023,CRJ9,N547NN,KCLT,KMHT,2.3,KCLT KMHT
6/3/2023,CRJ9,N575NN,KMHT,KDCA,1.5,KDCA KMHT
6/3/2023,CRJ9,N574NN,KDCA,KATL,1.8,KDCA KATL
6/3/2023,CRJ9,N574NN,KATL,KDCA,1.7,KDCA KATL
6/8/2023,CRJ9,N603NN,KDFW,KDAY,2.6,KDFW KDAY
6/8/2023,CRJ9,N603NN,KDAY,KCLT,1.6,KCLT KDAY
6/8/2023,CRJ9,N579NN,KCLT,KMLB,1.9,KCLT KMLB
6/9/2023,CRJ9,N582NN,KMLB,KCLT,2.2,KCLT KMLB
6/9/2023,CRJ9,N574NN,KCLT,KPNS,1.7,KCLT KPNS
6/10/2023,CRJ9,N586NN,KPNS,KCLT,1.8,KCLT KPNS
6/10/2023,CRJ9,N590NN,KCLT,KDCA,1.5,KDCA KCLT
6/12/2023,CRJ7,N506AE,KDCA,KJAX,2,KDCA KJAX
6/12/2023,CRJ7,N506AE,KJAX,KDCA,2.1,KDCA KJAX
6/12/2023,CRJ7,N539AE,KDCA,KHPN,1.4,KDCA KHPN
6/13/2023,CRJ7,N545PB,KHPN,KDCA,1.4,KDCA KHPN
6/13/2023,CRJ7,N545PB,KDCA,KALB,1.4,KDCA KALB
6/13/2023,CRJ7,N545PB,KALB,KDCA,1.5,KDCA KALB
6/13/2023,CRJ7,N545PB,KDCA,KMHT,1.6,KDCA KMHT
6/14/2023,CRJ9,N568NN,KMHT,KDCA,1.9,KDCA KMHT
6/20/2023,CRJ7,N509AE,KDCA,KJAX,2.2,KDCA KJAX
6/20/2023,CRJ7,N509AE,KJAX,KDCA,1.8,KDCA KJAX
6/20/2023,CRJ7,N538EG,KDCA,KHPN,1.2,KDCA KHPN
6/21/2023,CRJ7,N538EG,KHPN,KDCA,1.2,KDCA KHPN
6/21/2023,CRJ7,N538EG,KDCA,KALB,1.5,KDCA KALB
6/21/2023,CRJ7,N538EG,KALB,KDCA,1.3,KDCA KALB
6/21/2023,CRJ7,N538EG,KDCA,KMHT,1.5,KDCA KMHT
6/22/2023,CRJ9,N586NN,KMHT,KDCA,2,KDCA KMHT
6/22/2023,CRJ9,N573NN,KDCA,KCHS,1.7,KDCA KCHS
6/23/2023,CRJ7,N541EA,KCHS,KDCA,1.9,KDCA KCHS
6/25/2023,CRJ7,N506AE,KDCA,KCAE,1.6,KDCA KCAE
6/25/2023,CRJ7,N506AE,KCAE,KDCA,1.5,KDCA KCAE
6/28/2023,CRJ7,N509AE,KDCA,KALB,1.6,KDCA KALB
6/28/2023,CRJ7,N509AE,KALB,KDCA,1.4,KDCA KALB
6/29/2023,CRJ7,N527EA,KDCA,KDTW,1.8,KDCA KDTW
6/29/2023,CRJ7,N527EA,KDTW,KDCA,1.4,KDCA KDTW
6/29/2023,CRJ7,N500AE,KDCA,KMCI,2.8,KDCA KMCI
6/30/2023,CRJ9,N547NN,KMCI,KDCA,2.7,KDCA KMCI
6/30/2023,CRJ9,N548NN,KDCA,KCLE,1.3,KDCA KCLE
7/1/2023,CRJ9,N580NN,KCLT,KCVG,1.9,KCLT KCVG
7/2/2023,CRJ9,N547NN,KCVG,KDCA,1.7,KDCA KCVG
7/2/2023,CRJ7,N546FF,KDCA,KMGM,2.2,KDCA KMGM
7/2/2023,CRJ7,N546FF,KMGM,KDCA,1.9,KDCA KMGM
7/5/2023,CRJ9,N555NN,KMCI,KDCA,2.3,KDCA KMCI
7/5/2023,CRJ9,N555NN,KDCA,KMHT,1.5,KDCA KMHT
7/6/2023,CRJ7,N540EG,KMHT,KDCA,1.6,KDCA KMHT
7/6/2023,CRJ7,N540EG,KDCA,KHSV,2,KDCA KHSV
7/7/2023,CRJ7,N526EA,KHSV,KDCA,1.9,KDCA KHSV
7/8/2023,CRJ7,N540EG,KDCA,KCMH,1.5,KDCA KCMH
7/8/2023,CRJ7,N540EG,KCMH,KDCA,1.3,KDCA KCMH
7/16/2023,CRJ9,N578NN,KPHL,KMCI,2.7,KPHL KMCI
7/17/2023,CRJ9,N609NN,KMCI,KDCA,2.5,KDCA KMCI
7/17/2023,CRJ9,N563NN,KDCA,KILM,1.3,KDCA KILM
7/17/2023,CRJ9,N563NN,KILM,KDCA,1.8,KDCA KILM
7/18/2023,CRJ7,N509AE,KDCA,KHPN,1.7,KDCA KHPN
7/18/2023,CRJ7,N509AE,KHPN,KDCA,1.3,KDCA KHPN
7/19/2023,CRJ7,N531EG,KDCA,KPIT,1.2,KDCA KPIT
7/19/2023,CRJ7,N531EG,KPIT,KDCA,1.2,KDCA KPIT
7/19/2023,CRJ7,N521AE,KDCA,KHPN,1.3,KDCA KHPN
7/20/2023,CRJ7,N530EA,KHPN,KDCA,1.2,KDCA KHPN
7/20/2023,CRJ9,N610NN,KDCA,KDSM,3.7,KDCA KDSM
7/21/2023,CRJ9,N610NN,KDSM,KDCA,2.1,KDCA KDSM
7/21/2023,CRJ9,N564NN,KDCA,KAGS,1.8,KDCA KAGS
7/21/2023,CRJ9,N564NN,KAGS,KDCA,2,KDCA KAGS
7/23/2023,CRJ7,N528EG,KDCA,KPVD,1.5,KDCA KPVD
7/23/2023,CRJ7,N528EG,KPVD,KDCA,1.6,KDCA KPVD
7/23/2023,CRJ7,N528EG,KDCA,KCAE,1.5,KDCA KCAE
7/24/2023,CRJ7,N538EG,KCAE,KDCA,1.6,KDCA KCAE
7/24/2023,CRJ9,N608NN,KDCA,KMCI,2.9,KDCA KMCI
7/25/2023,CRJ7,N533AE,KMCI,KDCA,2.6,KDCA KMCI
8/3/2023,CRJ7,N508AE,KDCA,KHSV,2.2,KDCA KHSV
8/4/2023,CRJ7,N545PB,KHSV,KDCA,1.8,KDCA KHSV
8/7/2023,CRJ7,N535EA,KDCA,KBDL,1.3,KDCA KBDL
8/7/2023,CRJ7,N535EA,KBDL,KHSV,2.8,KBDL KHSV
8/8/2023,CRJ9,N551NN,KHSV,KDCA,2,KDCA KHSV
